,,,,,,,,"Ông Toàn nhận thấy tất cả các việc gấp đều quan trọng, không thể giao chuyên viên xử lý được",,
,,,,ông Toàn lo sợ một số vấn đề từ 3 chuyên viên dẫn đến trở ngại khi giao việc,,,,Chuyên viên Hoa thiếu kinh nghiệm,Chuyên viên Dũng thiếu kỹ năng mềm,3
,,,,,,,,Chuyên viên Dũng không nhiệt tình,Chuyên viên Mạnh ngại giao tiếp,
,,,,,,,,Chuyên viên Mạnh sợ trách nhiệm,,
,,,,,,,,Các chuyên viên sợ bị phê bình,,
,,,,,,,,Chuyên viên Hoa và Mạnh tránh những việc mạo hiểm,,
63,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 119",Bài tập quản lý,"Ông Phan.V.Tùng, trưởng phòng Công nghệ thông tin thành lập Nhóm triển khai xây dựng phần mềm quản lý công việc của Cục Hải quan tỉnh X. Nhóm hiện có 5 thành viên. Ngày 06/8/2020, ông tổ chức họp Nhóm để triển khai công việc. Tuy nhiên, khi giao việc, cuộc họp phát sinh một số khó khăn",từ phía ông Tùng,". Theo anh chị, đó có thể là những khó khăn nào?",,,"Ông Tùng chỉ giao việc lặt vặt, vô nghĩa cho các thành viên",Ông Tùng yêu cầu các thành viên làm việc theo phưorng pháp của mình,3
,,,,,,,,Ông Tùng không đủ kiến thức chuyên môn để kiểm tra công việc,"Ông Tùng hay theo dõi, giám sát quá trình thực hiện công việc",
,,,,,,,,Ông Tùng không đủ khả năng để điều hành công việc,,
,,,,,,,,Ông Tùng phân công công việc không cân bàng,,
,,,,,,,,Ông Tùng cho rằng nếu ông giao việc cho Nhóm thì ông sẽ không còn việc gì để làm,,
,,,,,,,,Ông Tùng cho rằng tự ông triển khai sẽ nhanh hơn là giao việc cho Nhóm,,
,,,,các thành viên Nhóm,,,,Một số thành viên không biết cách giải quyết công việc,Một số thành viên không thích ông Tùng,3
,,,,,,,,Một số thành viên cho rằng họ quá bận rộn,"Một số thành viên yêu cầu phải được cung cấp đầy đủ thông tin, tài liệu mới thực hiện",
,,,,,,,,Các thành viên được giao nhiệm vụ quay lại hỏi cách thực hiện và xin giúp đỡ,,
,,,,,,,,Các thành viên không làm theo phương pháp của ông Tùng,,
,,,,,,,,Một số thành viên không đề xuất được ý tưởng,,
