,,,,Giúp công chức Hoa và công chức Lan có niềm vui và động lực làm việc,,
43,"Điểm 5 mục I phần I Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 110",Bài tập,"Ngày 03/01/2020, trưởng phòng Nguyễn.V. An triển khai kế hoạch Khảo sát mức độ hài lòng của doanh nghiệp. Nhóm triển khai kế hoạch có 9 thành viên, gồm nhiều độ tuổi, cá tính khác nhau. Theo anh/chị, ông An cân đảm bảo các nguyên tắc nào khi giao việc để kế hoạch triển khai được hiệu quả?","Ông An cần đảm bảo giao việc đúng người, đúng việc",Ông An giao việc cho đầu mối nhóm là đã hết nhiệm vụ,3
,,,,"Ông An cần giao việc một cách công khai, minh bạch",Ông An cần tạo sự cạnh tranh trong công việc,
,,,,"Ông An cần giao việc một cách công bàng, hợp lý",,
,,,,Ông An cần giám sát quá trình thực hiện công việc của các thành viên,,
44,"Điểm 5 mục I phần I Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội 110",Bài tập,"Ồng Trần.V.Trung, Chi cục trưởng Chi cục Hải quan A triển khai công tác khảo sát sự hài lòng của doanh nghiệp. Nhóm triển khai gồm có 5 đồng chí: Hoàng, Lan, Minh, Tuyết, Hoàn. Trong đó, Hoàng là người có năng lực nhất nên được đề xuất là Trưởng nhóm. Minh vốn có mâu thuẫn trước với ông Trung nên được ông Trung giao trực tiếp phần việc khó, phức tạp trong nhóm. Theo anh/chị, trong những nội dung ông Trung thực hiện sau, nội dung nào vi phạm nguyên tắc giao việc?",Ông Trung tuyên bố mình đã hết nhiệm vụ. Toàn bộ công tác khảo sát sự hài lòng của doanh nghiệp của Chi cục sẽ do đồng chí Hoàng đảm nhiệm,Ông Trung đề nghị Nhóm báo cáo kế hoạch khi ông cần,2
,,,,Ỏng Trung không giao quyền cho các thành viên,Ông Trung thực hiện giám sát nhóm qua đồng chí Hoàng,
,,,,Ông Trung trù dập đồng chí Minh,Ông Trung giao quyền cho các thành viên,
,,,,"Ông Trung giao việc chưa công bằng, hợp lý, đúng người, đúng việc",Ông Trung giao nguồn lực cho Nhóm,
,,,,"Ông Trung yêu cầu từng thành viên báo cáo kết quả trực tiếp cho mình, không thông qua đồng chi Hoàng",,
,,,,Ông Trung không giao phưong tiện thực hiện,,
45,"Điểm 5 mục I phần I Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 111",Bài tập,"Lãnh đạo Cục đề nghị các phòng triển khai Ke hoạch ứng dụng công nghệ thông tin năm 2021. ông Nguyễn Văn Dũng, phó phòng nghiệp vụ được phân công phụ trách Nhóm triển khai kế hoạch trên. Sau một thời gian thực hiện, kế hoạch đã hoàn thành đảm bảo chất lượng và thời hạn. Lãnh đạo cục đánh giá ông Dũng giao việc cho Nhóm hiệu quả. Theo anh/chị, trong các phưomg diện mà Lãnh đạo Cục xem xét sau thì phương diện nào thể hiệu tính hiệu quả trong giao việc của ông Dũng ?",Hiệu quả nhân lực,Tối ưu quyền hạn,3
,,,,Tối ưu về thời gian,Đề xuất các giải pháp cho giai đoạn tiếp theo,
,,,,Tiết kiệm chi phí,,
,,,,Ket quả phải là tốt nhất,,
46,"Điểm 5 mục I phần I Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 111",Bài tập,"Ông Nguyễn.V.Minh được lãnh đạo giao phụ trách Nhóm triển khai tham vấn với Hiệp hội doanh nghiệp Nhật Bản vào tháng 9/2020. Nhóm có 5 thành viên, gồm nhiều độ tuổi, cá tính khác nhau: Trung, Mai, Hoa, Hoàng, Lan. Mỗi thành viên có một số đặc điểm khác nhau: Trung rất giỏi chuyên môn, Mai và Hoa không hợp nhau, Hoàng là chuyên viên mới, Lan đang đảm nhận nhiều việc. Theo anh/chị, đâu sẽ là rào cản có thể xảy ra khi ông Minh giao việc?",Hoàng có khả năng không đảm nhận được nhiệm vụ mới,Mai và Hoa thường xuyên phản bác nhau trong các cuộc họp,3
,,,,"Ông Minh lo sợ Trung sẽ thể hiện năng lực, lấn lướt ông Minh trong công việc",Ông Minh lo sợ sẽ không thỏa mãn được hết lợi ích của các thành viên nhóm,
,,,,"Lan thường xuyên bị quá tải, bị động khi thực hiện kế hoạch",,
,,,,"Ông Minh lo lắng giao cho nhóm sẽ làm ông mất thêm nhiều thời gian quản lý, kiểm tra, đốn đốc nhóm, ảnh hưởng đến thời gian làm việc của ông",,
,,,,Ông Minh e ngại kết quả làm việc của nhóm không đạt yêu cầu của mình,,
47,"Điểm 1 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 113",Bài tập,"Tháng 4/2020, Chi cục Kiểm tra sau thông quan Cục hải quan tỉnh X đề nghị phòng Giám sát quản lý cử người tham gia Đoàn Kiểm tra sau thông quan đối với công ty xuất nhập khẩu thủy sản Y. Anh Nguyễn Văn A được lãnh đạo phòng Giám sát quản lý lựa chọn tham gia Đoàn do có đặc điểm sau: am hiểu quy trình thủ tục hải quan, có kiến thức sâu về các chính sách kiểm tra chuyên ngành đối với hàng nông lâm thủy sản. Theo anh/chị anh A được lãnh đạo phân công theo kiểu phân công công việc nào?",Phân công theo chuyên môn hóa,Phân công theo tiêu chuẩn,1
,,,,,Phân công theo định mức cụ thể,
,,,,,Phần công trên cơ sở trách nhiệm được giao,
,,,,,Phân công theo nhóm,
48,"Điểm 1 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tồ, Đội trang 113",Bài tập,"Tháng 10/2020, Cục Hải quan tỉnh X tồ chức triển khai ứng dụng phần mềm quản lý văn bản mới. Phòng Công nghệ thông tin Cục X được lãnh đạo giao nhiệm vụ hỗ trợ cài đặt ứng dụng cho tất cả các máy tính của cơ quan. Theo đó, lãnh đạo Phòng Công nghệ thông tin yêu cầu các công chức trong phòng mỗi ngày phòng phải hoàn thành hỗ trợ xong cho 1 Chi cục/1 phòng. Theo anh/chị, lãnh đạo Phòng Công nghệ thông tin phân công cho phòng theo kiểu phân công công việc gì?","Theo tiêu chuẩn, định mức cụ thể",Theo chuyên môn hóa,1
,,,,,"Theo năng lực cán bộ, công chức",
,,,,,Theo nhóm,
,,,,,Theo nghiệp vụ,
49,"Điểm 4 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 117",Bài tập,"Ngày 05/6/2020, Trưởng phòng Công nghệ thông tin - ông Trần Văn B tồ chức cuộc họp Nhóm triển khai xây dựng phần mềm kết nối máy tính với điện thoại thông minh. Ông B phân công nhiệm vụ cho có 9 thành viên và đề nghị Nhóm hoàn thành, báo cáo ông vào ngày 25/10/2020. Tuy nhiên, khi đến thời hạn, kết quả hoàn thành của Nhóm không như ông B mong muốn. Theo anh/chị, ông B đã mắc phải sai lầm gì khi giao việc?",Ông B vừa làm việc với Nhóm vừa kiểm tra email xử lý công việc khác,Ông B không tổng họp thông tin từ cuộc họp,3
,,,,Ông B để các nhân viên vừa họp vừa sử dụng điện thoại,Ông B chưa đảm bảo tính khả thi của kết quả công việc,
,,,,Ồng B không đặt ra các mốc thời gian kiểm tra tiến độ công việc trong quá trình triển khai,Ông B không đáp ứng hết yêu cầu của các thành viên,
,,,,Ông B không nêu rõ yêu cầu kết quả cần đạt được,Ông B không truyền đạt rõ ràng thời hạn hoàn thành công việc,
,,,,Ông B không yêu cầu nhân viên diễn tả lại những kết quả họ muốn đạt được bàng chính từ ngữ của họ,,
50,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 120",Bài tập,"Ngày 18/12/2020, Phòng nghiệp vụ Cục Hải quan X dự kiến sẽ có buổi tham vấn với Hiệp hội Doanh nghiệp châu Âu tại Việt Nam. Ngày 03/12/2020, phó phòng Lê.V.Hinh tổ chức cuộc họp với Nhóm làm việc. Theo anh,chị, để buổi tham vấn hiệu quả, ông Hình cần thực hiện kỹ năng giao việc như thế nào để đảm bảo tính hợp lý?",Ông Hình phải tường trình các thông tin về buổi tham vấn một cách đầy đủ,Ông Hinh không nên giao việc cho các nhân viên chưa qua thử thách,3
,,,,Ông Hỉnh cần xác định mức độ thực thi,Ông Hình cần cho các thành viên biết ai là người làm việc tốt nhất,
,,,,Ông Hình xác định thời gian biểu khi thực hiện công việc,Ồng Hình nên giám sát chặt chẽ các thành viên,
,,,,Ông Hinh hỗ trợ các thành viên thực hiện công việc bất kỳ lúc nào,,
,,,,Ông Hinh giải thích rõ mức độ quyền hạn khi được giao việc,,
51,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 121",Bài tập,"Ông Phạm.V.Dương- Đội trưởng Đội Nghiệp vụ Chi cục hải quan A. Hằng ngày bên cạnh các công việc thường xuyên, Đội Nghiệp vụ của ông nhận được rất nhiều công văn, vụ việc đột xuất cần xử lý. Tuy nhiên, Đội chỉ có 5 công chức. Theo anh/ chị ông Dương cần xem xét vấn đề gì trước khi quyết định công việc được giao?",Công việc nào công chức bắt buộc phải làm?,Công việc nào công chức thích làm?,3
,,,,Công việc nào công chức nên làm nhưng ông Dương có thể giúp nếu cần?,Công việc nào ông Dương thích làm,
,,,,Công việc nào ông Dương có thể làm nhưng công chức cũng có thể làm nếu có cơ hội?,,
,,,,Công việc mà ông Dương nên làm nhưng cần sự giúp đỡ của công chức?,,
,,,,Những công việc nào mà chỉ ông Dương mới có thể làm?,,
52,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 121",Bài tập,"Phòng nghiệp vụ Cục Hải quan X gồm có 5 công chức, trong đó ông Nguyễn.V.Long là trưởng phòng. Các thành viên khác của phòng có nhiều độ tuổi, tính cách và đặc điểm khác nhau: công chức Hoa nắm nghiệp vụ rất tốt nhưng không thích làm việc, công chức Hà thường xuyên có việc gia đình, công chức Khánh mới chuyển đến phòng, công chức Khang triển khai công việc chậm, công chức Chi có thâm niên lâu ở phòng nhưng thường xuyên mâu thuẫn với công chức Hoa. Đâu là những điều ông Long nên lường trước mỗi lần giao việc cho các thành viên trong phòng?",Công chức Hoa yêu cầu những yêu sách khi ông giao việc,"Công chức Hoa yêu cầu được kèm cặp, hướng dẫn công chức Khánh thực hiện công việc",2
,,,,Công chức Hà xin nghỉ đột xuất khi đang triển khai công việc và yêu cầu ông Long hỗ trợ công việc,Công chức Chi muốn được làm việc nhóm với công chức Hoa,
,,,,Công chức Khánh phải có người kèm khi thực hiện công việc,,
,,,,Công chức Khang chậm báo cáo tiến độ,,
53,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 121",Bài tập,"Ngày 20/5/2020, ông Hải- trưởng phòng nghiệp vụ Cục Hải quan X nhận được công văn đề nghị giải đáp vướng mắc của công ty Hưng Phát. Sau khi nghiên cứu công văn, ông nhận thấy đây là vấn đề khá phức tạp. Ông đang cân nhắc lựa chọn 1 người thực hiện giữa 2 chuyên viên phòng ông: Lan, Chi. Theo anh, chị, ông Hải cần xem xét kỹ điều gì trước khi lựa chọn chuyên viên để giao việc?",Đòi hỏi của công việc,Ket quả của công việc,3
,,,,"Thông tin về kỹ năng, kiến thức của Lan và Chi","Thông tin về kỹ năng quản lý, lãnh đạo của Lan và Chi",
,,,,Thành công và thất bại trong quá trình làm việc của Lan và Chi,Khả năng phối hợp làm việc của Lan và Chi,
,,,,Khả năng làm việc độc lập của từng người,Thái độ đối với chuyên viên của ông Hải,
,,,,Thái độ đối với công việc của từng người,,
,,,,Thái độ của Lan đối với đồng nơhiên,,
,,,,Thái độ của Chi đối với đồng n phiên,,
,,,,Lan và Chi có chắc sẽ hiểu được yêu cầu công việc,,
54,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dưỡng lãnh đạo cấp Tổ, Đội trang 121",Bài tập,"ỏng Nguyễn.V.Hoàng được luân chuyển về làm trưởng phòng Công nghệ thông tin Cục Hải quan X. Sau một thời gian ông tiếp nhận công việc, Lãnh đạo Cục nhận thấy kết quả các công việc của phòng Công nghệ thông tin không như mong đợi, chuyên viên phòng tỏ ra bức xúc, chán nản khi làm việc. Qua tìm hiểu, lãnh đạo Cục phát hiện nguyên nhân của tình trạng trên xuất phát từ quá trình ông Hoàng giao việc.Theo anh/chị, ông Hoàng đã phạm phải sai lầm gì ?",Ông Hoàng luôn nghĩ mình có thể làm mọi thứ,Ông Hoàng giao mức độ quyền hạn,3
,,,,Ông Hoàng lựa chọn quá kỹ một mức độ quyền hạn khi giao việc,Ông Hoàng trình bày kỹ kết quả ông mong muốn,
,,,,Õng Hoàng theo dõi quá chặt chuyên viên,Ông Hoàng báo cho tất cả chuyên viên khác ai là người có trách nhiệm,
,,,,Ồng Hoàng không thông báo những thông tin quan trọng liên quan đến nhiệm vụ được giao cho chuyên viên,,
,,,,Ông Hoàng lơ là không kiểm soát quá trình thực hiện công việc của nhân viên,,
,,,,Ông Hoàng không giao việc cho những chuyên viên mới,,
,,,,Ông Hoàng bực tức khi thấy các phó phòng hoàn thành tốt nhiệm vụ,,
,,,,Ồng Hoàng không khen ngợi và động viên khi các thành viên trong phòng hoàn thành tốt nhiệm vụ,,
55,"Điểm 5 mục I phần II Chuyên đề 4 tài liệu bồi dường lãnh đạo cấp Tổ, Đội trang 122",Bài tập,"Cục Hải quan tỉnh A dự kiến sẽ tổ chức buổi tọa đàm với doanh nghiệp giúp hiểu rõ và đáp ứng những quy định mới. Trưởng phòng Nguyễn.H.Huy dự kiến sẽ giao cho một Nhóm thực hiện tổ chức buổi tọa đàm. Để đảm bảo công việc được triển khai hiệu quả, trước khi họp phân công công việc, ông Huy cần phải lập kế hoạch giao việc gồm nội dung nào sau đây?",Kết quả đầu ra,Quy trình giao việc,3
,,,,Số lượng công việc,,
,,,,Lộ trình thực hiện,,
,,,,Yêu cầu về chất lượng,,
,,,,"Đon vị chủ trì, đơn vị tham gia",,
