4,"Mục 3.6.2 Chuyên đề 3 trang 194, 195 (QĐ 1747/QĐ-BTC)",Lý thuyết,Phương án trả lời nào sau đây là nội hàm của khái niệm thoái thác công việc? 1,Giao việc cho nhân viên và để mặc họ tự thực hiện,Giao việc cho nhân viên và bảo người đó phải làm chính xác như thế nào,2
,,,,Người ủy quyền không chịu trách nhiệm về kết quả cuối cùng của công việc đã giao,Cho nhân viên biết yêu cầu về kết quả công việc,
,,,,,"Hướng dẫn, hỗ trợ nhân viên khi được yêu cầu",
5,"Mục 3.6.2 Chuyên đề 3 trang 194, 195 (QĐ 1747/QĐ-BTC)",Lý thuyết,Những hậu quả nếu ủy quyền một cách không hiệu quả là gì?,Nhân viên lơ là trong công việc,Nhân viên không nhận được đánh giá tốt từ các cấp lãnh đạo,3
,,,,Nhân viên không gắn bó với những gì đang xảy ra,"Tốn nhiều thời gian để đào tạo, hướng dẫn nhân viên",
,,,,Tốn nhiều thời gian để phối hợp và giám sát,,
,,,,Lãng phí nguồn lực cơ quan,,
,,,,Các quyết định có chất lượng thấp,,
,,,,Nhân viên phân tán vì không biết rõ hướng đi của cơ quan,,
6,"Điểm 1 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,ủy quyền hoàn toàn thường được áp dụng trong trường hợp nào?,Đối với nhân viên rất lành nghề mà người ủy quyền biết rõ về họ,Đối với nhân viên mới tuyển dụng để thử thách họ,2
,,,,Áp dụng cho các công tác nhỏ nhặt,Áp dụng cho tất cả các loại công việc,
,,,,Áp dụng cho các công việc sự vụ hành chính,,
7,"Điểm 1 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Khi thực hiện ủy quyền hoàn toàn nguời ủy quyền cần làm gì?,Cho người được ủy quyền biết công việc cần hoàn thành,Chỉ đạo người được ủy quyền việc thực hiện công việc như thế nào.,2
,,,,Cho người được ủy quyền biết thời hạn yêu cầu của công việc,Xác định thời gian để thảo luận về tiên độ của công việc,
,,,,Cho ý kiến tham khảo nếu người được ủy quyền yêu cầu,Yêu cầu người được ủy quyền định kỳ thông báo về tiến độ của công việc,
8,"Điểm 2 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Khi thực hiện ủy quyền chủ yếu người ủy quyền cần làm gì?,Giải thích cho nhân viên về công việc được ủy quyền,Can thiệp vào mọi phương án và quyết định của người được ủy quyền,2
,,,,Nêu thời hạn phải hoàn thành công việc,Yêu cầu người được ủy quyền suy nghĩ và trình bày kiến nghị phương án,
,,,i,Xác định thời gian gặp gỡ để thảo luận về mức độ tiến bộ của người được ủy quyền trong quá trình hoàn thành công việc,,
,,,,Yêu cầu người được ủy quyền định kỳ thông báo về tiến độ của công việc,,
9,"Điểm 3 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Khi thực hiện ủy quyền giới hạn người ủy quyền cần làm gì?,Giải thích công tác cho người được ủy quyền và yêu cầu suy nghĩ về phương án mà người được ủy quyền sẽ tiến hành,Không can thiệp vào quá trình thực hiện công việc đã ủy quyền,2
,,,,"Chấp nhận, điều chỉnh hoặc bác bỏ đề nghị của người được ủy quyên",Nêu phương án và yêu cầu người được ủy quyền thực hiện,
,,,,Xác định thời hạn hoàn thành công việc,,
,,,,Thảo luận tiến triển của công tác,,
10,"Điểm 3 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Khi thực hiện ủy quyền tối thiểu người ủy quyền làm gì?,Ra lệnh cho nhân viên phải làm gì,Không ủy quyền gì,2
,,,,Ra lệnh cho nhân viên làm như thế nào,Giải thích về công việc được ủy quyền,
,,,,,Yêu cầu người được ủy quyền suy nghĩ về phương án sẽ tiến hành,
,,,,,"Chấp nhận, điều chỉnh hoặc bác bỏ đề nghị của người được ủy quyền",
,,,,,Xác định thời hạn hoàn thành công việc,
11,"Điểm 1, 2, 3, 4, 5 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Người lãnh đạo căn cứ vào yếu tố nào để quyết định sử dụng các mức độ ủy quyền?,Tính chất của nhiệm vụ ủy quyền,Nhận định chủ quan đối với người được ủy quyền,2
,,,,Trình độ năng lực của nhân viên,Thời điểm thực hiện ủy quyền,
,,,,,Thái độ của nhân viên,
12,"Điểm 1, 2, 3, 4, 5 Mục 3.6.2 Chuyên đề 3 trang 197, 198 (QĐ 1747/QĐ-BTC)",Lý thuyết,Anh/Chị cho biết các mức độ của ủy quyền?,ủy quyền hoàn toàn,ủy quyền quyết định,2
,,,,ủy quyền chủ yếu,ủy quyền chịu trách nhiệm,
,,,,ủy quyền giới hạn,,
,,,,ủy quyền tối thiểu,,
,,,,Không ủy quyền gì cả,,
13,"Mục 3.6.2 Chuyên đề 3 trang 198, 199 (QĐ 1747/QĐ-BTC)",Lý thuyết,Anh/Chị cho biết ủy quyền mang lại lợi ích gì cho nhà quản lý?,Giải phóng thời gian của nhà quản lý,Giúp nhà quản lý xử lý được các công việc mình không muốn thực hiện,3
,,,,Phát triển nhân viên,Tạo sự đoàn kết trong đon vị,
,,,,Biểu hiện sự tin cậy và tin tưởng nhân viên,,
,,,,Nâng cao chất lượng các quyết định,,
,,,,"Tạo ra sự quyết tâm gắn bó, nguồn động viên và tinh thần hăng hái của nhân viên",,
,,,,Tăng vị thế và quyền hành của nhà quản lý,,
14,"Điểm 1, 2, 3,4, 5 Mục 3.6.2 Chuyên đề 3 trang 198, 199 (QĐ 1747/QĐ-BTC)",Lý thuyết,Lợi ích đối với nhân viên khi được ủy quyền?,Có thể phát triển thêm nhờ có thêm kinh nghiệm qua việc nhận trách nhiệm,Giúp lãnh đạo có nhiều thời gian tập trung vào những việc quan trọng,1
,,,,,Được táng thêm thu nhập do khối lượng công việc tăng thêm,
,,,,,"Rút ngắn thời gian xử lý, giải quyết công việc của nhà quản lý",
,,,,,Nâng cao chất lượng của các quyết định,
15,"Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 198, 199 (QĐ 1747/QĐ-BTC)",Lý thuyết,Các yếu tố ngăn cản việc ủy quyền hiệu quả là gì?,Giả định của người lãnh đạo về nhân viên,Năng lực của lãnh đạo,3
,,,,Nỗi sợ hãi của con người,Văn hóa làm việc của tổ chức,
,,,,Nhận thức của bản thân đối với vai trò của chính mình,,
16,"Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 199, 202 (QĐ 1747/QĐ-BTC)",Lý thuyết,Một số giả định thuờng gặp ngăn cản lãnh đạo ủy quyền cho nhân viên?,Họ không đáng được ủy quyền,Họ thích lúc nào cũng bận rộn,3
,,,,Họ không muốn có thêm việc,Họ phải làm việc nhiều hơn và chăm chỉ hơn lãnh đạo,
,,,,Họ sung sướng với những gì đang làm,,
,,,,Họ được trả lương hậu hĩnh để làm công việc của họ,,
,,,,Họ có thể làm việc đó chừng nào họ trở thành nhà quản lý,,
17,"Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 199, 202 (QĐ 1747/QĐ-BTC)",Lý thuyết,Những nỗi sợ của lãnh đạo khi thực hiện ủy quyền là gì?,Sợ bị khiển trách khi người được ủy quyền làm sai,Sợ việc phân công công việc không công bằng,2
,,,,Sợ mất vai trò khi người được ủy quyền thực hiện tốt công việc,Sợ mất đoàn kết trong nội bộ đơn vị,
,,,,Sợ mất tiếng tăm của người lãnh đạo,,
18,"Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 199, 202 (QĐ 1747/QĐ-BTC)",Lý thuyết,Nhùng nhận thức nào về ban thân khiến người lãnh đạo không muốn ủy quyền?,Tôi có thê làm việc đó tốt hon nhiều,Tôi không muốn hồ trợ người khác,3
,,,,Nếu chính tay tôi làm thì sẽ nhanh hon nhiều,Tôi cần nhiều thời gian làm công tác quản lý hem,
,,,,Tôi thích lúc nào cũng bận rộn,,
,,,,Tôi phải làm việc lâu hon và chăm chỉ hon họ,,
19,Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 205 (QĐ 1747/QĐ-BTC),Lý thuyết,"Để thực hiện ủy quyền, điều đầu tiên người lãnh đạo cần làm là gì?",Nhận biết năng lực của tất cả các nhân viên thuộc quyền,Tìm hiểu xem nhân viên nào tự nguyện thực hiện công việc cần ủy quyền,1
,,,,,Xác định phưcmg án cần thực hiện đối với công việc cần ủy quyền,
,,,,,Lập kế hoạch thực hiện công việc cần ủy quyền,
,,,,,Cân nhắc lợi hại của việc ủy quyền,
20,Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 205 (QĐ 1747/QĐ-BTC),Lý thuyết,"Khi xem xét vân đê nào có thể ủy quyền, nhà quản lý nên xem xét vấn đề nào sau đây?",Đã sử dụng hết năng lực của nhân viên chưa,ủy quyền việc đó mang lại lợi ích gì cho bản thân mình,3
,,,,Có người nào khác có thể làm công việc và có lợi cho người đó không,Việc ủy quyền có phải văn hóa làm việc của tổ chức không,
,,,,"Tôi có đang có việc quan trọng khác cần xử lý, có ai khác có thể làm công việc này không",,
,,,,Tôi có nghĩ ràng tôi rất cần thiết hay không,,
21,Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 206-208 (QĐ 1747/QĐ-BTC),Lý thuyết,Đe ủy quyền hiệu quả nhà quản lý cần phải làm gì?,Cần phải biết việc nào có thể ủy quyền được và việc nào không,"ủy quyền toàn bộ công việc của mình, lựa chọn hình thức phù hợp",3
,,,,"Lập kế hoạch xử lý công việc, trong đó ưu tiên lập kế hoạch cho những công việc ủy quyền trước tiên",Lựa chọn phong cách quản lý phù hợp với cơ cấu tổ chức,
,,,,Lựa chọn phong cách quản lý phù hợp với năng lực và động cơ làm việc của nhân viên,"Lập kế hoạch xử lý công việc, trong đó ưu tiên lập kế hoạch cho những công việc mình phải trực tiếp xử lý trước tiên",
22,Điểm 5 Mục 3.6.2 Chuyên đề 3 trang 206 (QĐ 1747/QĐ-BTC),Lý thuyết,Khi nào thì việc ủy quyền được coi là hiệu quả?,Khi tạo được sự cân bằng giữa trao quyền giải quyết công việc để giải phóng thời gian của lãnh đạo và việc phát triển nhân viên,Khi tạo được sự cân bằng giữa quyền và trách nhiệm của nhân viên,1
,,,,,Khi tạo được sự cân bằng giữa thời gian quản lý và thời gian tác nghiệp cụ thể của lãnh đạo,
,,,,,"Khi lãnh đạo có thêm nhiều thời gian để chỉ đạo, điều hành công việc",
,,,,,Khi tạo được sự công bàng trong phân phối công việc cho các nhân viên thuộc quyền quản lý,
